Ep,Train loss,Dev Loss,Dev AUC,Dev error,Best AUC,Counter
0,0.3980132614076137,0.32049800757567937,0.9056029612472065,0.11338874902335272,0.9056029612472065,0
1,0.35515484092136224,0.3008730063037041,0.9023510998769031,0.10531513152183347,0.9056029612472065,1
2,0.34308541523913544,0.31933973602079074,0.9051922083920819,0.12131044361489718,0.9056029612472065,2
3,0.32664964749167363,0.30501501440590395,0.9036318810437926,0.1060964493445612,0.9056029612472065,3
4,0.32137958629677693,0.3026132246552657,0.9124142816075133,0.10394782533206004,0.9124142816075133,0
5,0.30452158020188413,0.3188297648524086,0.9105400517038141,0.11398558902682521,0.9124142816075133,1
6,0.2906839117469887,0.30820470673953526,0.9098057013602676,0.10655221807448567,0.9124142816075133,2
7,0.28032952439039943,0.3286974498794734,0.9103651453527621,0.10730098098793295,0.9124142816075133,3
8,0.2751933196435372,0.3079281285188699,0.9071131743314029,0.10959067627398211,0.9124142816075133,4
9,0.25693555143972235,0.3129191344508702,0.9088249266302969,0.11182611337789738,0.9124142816075133,5
10,0.25370574111118915,0.314736040046604,0.9103914036231414,0.1139421824811182,0.9124142816075133,6
11,0.24409797698259353,0.3266211018528477,0.913038759870854,0.1101441097317476,0.913038759870854,0
12,0.24331009458750485,0.3375252742090955,0.9080297518127232,0.11201059119715251,0.913038759870854,1
13,0.24282501032575965,0.32096138818076525,0.9117496908638211,0.11640550394999571,0.913038759870854,2
14,0.22858351077884437,0.3202411783220062,0.9101771141721905,0.10940619845472699,0.913038759870854,3
15,0.23151602806833882,0.32943509845447605,0.9119652120233597,0.10808229881066067,0.913038759870854,4
16,0.22646641011039417,0.3240198742403158,0.9091613288934552,0.10777845299071098,0.913038759870854,5
17,0.22587335585306087,0.34710570798304474,0.9150534978430765,0.1088093584512545,0.9150534978430765,0
18,0.22361767248560985,0.3137810386094366,0.913110477689302,0.10657392134733923,0.9150534978430765,1
19,0.22420033319542806,0.3246996284452343,0.9065835812601115,0.11287872211129435,0.9150534978430765,2
20,0.21892880136457582,0.3350650203342424,0.9050373661749337,0.11389877593541109,0.9150534978430765,3
21,0.2146447139326483,0.3270506884152976,0.909553843505687,0.10922172063547186,0.9150534978430765,4
22,0.2151157366919021,0.32186493055647153,0.9118714408515923,0.10893957808837573,0.9150534978430765,5
23,0.21714848766724268,0.3393042117670057,0.9143202701311512,0.10874424863269383,0.9150534978430765,6
24,0.21799695517246923,0.33798868313433683,0.9094989978846486,0.1116741904679226,0.9150534978430765,7
25,0.21548581191028157,0.33872463845272904,0.9098292108910903,0.10913490754405764,0.9150534978430765,8
26,0.21649966964808603,0.3353140935717824,0.9103865761062385,0.1112292733744249,0.9150534978430765,9
27,0.21109154554083942,0.33250826636667563,0.9092869666139494,0.11086031773591454,0.9150534978430765,10
